precinct,pct_obama,pct_romney,total_votes,pct_hisp,county
L011,0.932773109,0.067226891,119,0.099337748,broward
V017,0.936883629,0.063116371,507,0.294117647,broward
M002,0.939481268,0.057636888,347,0.086303284,broward
K010,0.940860215,0.059139785,186,0.084278768,broward
C016,0.941048035,0.054585153,458,0.080219072,broward
D008,0.941176471,0.058823529,17,0.124632569,broward
A010,0.942446043,0.050359712,139,0.075581395,broward
Q050,0.950819672,0.047131148,488,0.106694561,broward
K011,0.951724138,0.04137931,290,0.047470005,broward
J024,0.95412844,0.04587156,109,0.083788707,broward
K002,0.954545455,0.045454545,308,0.012907609,broward
V014,0.956834532,0.039568345,278,0.352708058,broward
K001,0.957575758,0.039393939,330,0.017396907,broward
R035,0.957716702,0.040169133,473,0.07329463,broward
K007,0.959731544,0.040268456,298,0.010897769,broward
L008,0.96,0.04,300,0.037053571,broward
Q083,0.96036036,0.036036036,555,0.035178236,broward
L006,0.96039604,0.0330033,303,0.03525641,broward
L004,0.961130742,0.035335689,283,0.025728679,broward
L012,0.96119403,0.035820896,335,0.038709677,broward
C006,0.962643678,0.034482759,348,0.051273986,broward
L018,0.96350365,0.025547445,274,0.010348584,broward
R034,0.964401294,0.03236246,309,0.095222619,broward
R033,0.964788732,0.035211268,142,0.06884273,broward
R040,0.966767372,0.03021148,331,0.074423771,broward
A015,0.971137521,0.028862479,589,0.081474297,broward
L013,0.975,0.021428571,280,0.049399199,broward
S004,0.977777778,0.017777778,450,0.16636528,broward
C034,0.978087649,0.021912351,502,0.183454615,broward
R038,0.981693364,0.013729977,437,0.051948052,broward
R039,0.985549133,0.014450867,346,0.045031816,broward
L007,0.987179487,0.007692308,390,0.064991334,broward
R069,0.987603306,0.004132231,242,0.015754561,broward
R036,0.991525424,0.008474576,472,0.066906475,broward
C035,1,0,1,0.144846797,broward
R014,1,0,7,0.062909567,broward
R066,1,0,10,0.197854589,broward
462,0.211608624,0.784742952,3015,0.010772545,collier
194,0.214610488,0.782055168,3299,0.017616295,collier
475,0.227507756,0.762150982,967,0.022261799,collier
193,0.231435376,0.760987227,4619,0.037009623,collier
416,0.231884058,0.763768116,690,0.009400705,collier
190,0.232904536,0.762694651,2954,0.021257485,collier
255,0.237788945,0.76040201,4975,0.007994051,collier
252,0.243137255,0.754411765,2040,0.011430991,collier
159,0.244071146,0.754940711,1012,0.015786278,collier
477,0.246870451,0.747889374,3435,0.011171733,collier
464,0.254488458,0.740951838,3509,0.011551588,collier
222,0.271783035,0.723600692,1733,0.011049724,collier
317,0.273780975,0.721422862,2502,0.021090201,collier
303,0.278573105,0.717906595,4261,0.051840997,collier
155,0.28399465,0.714222024,2243,0.035846516,collier
502,0.288537549,0.707509881,506,0.028346457,collier
242,0.288801572,0.709233792,1018,0.020985401,collier
550,0.296116505,0.686893204,1236,0.181598063,collier
322,0.296310384,0.693799924,2629,0.098095788,collier
202,0.29648454,0.69673867,4722,0.044487427,collier
142,0.308362369,0.682926829,1148,0.044564483,collier
418,0.30866386,0.68601817,4513,0.06866227,collier
257,0.314632297,0.678165277,2638,0.04005168,collier
551,0.315176023,0.67340628,4204,0.133911672,collier
203,0.318835496,0.673447913,2851,0.037404364,collier
315,0.33286385,0.662910798,2130,0.025485437,collier
144,0.335191638,0.657491289,2870,0.040881338,collier
310,0.338278932,0.65541543,2696,0.052700675,collier
440,0.339096267,0.65108055,2545,0.076520221,collier
479,0.339409177,0.653676933,1591,0.061469265,collier
438,0.342685371,0.652304609,1996,0.04360587,collier
552,0.348076923,0.632051282,1560,0.21627409,collier
258,0.354665364,0.637518319,4094,0.080390684,collier
590,0.357439088,0.632452048,3858,0.165902391,collier
205,0.360972569,0.633416459,1604,0.028086355,collier
431,0.364064603,0.623822342,1486,0.05441008,collier
156,0.368229167,0.627083333,1920,0.203753957,collier
101,0.373028645,0.620212424,3107,0.120537177,collier
251,0.373684211,0.618947368,4750,0.076652827,collier
428,0.375500859,0.609044076,1747,0.079037801,collier
141,0.376582278,0.61471519,1264,0.096914385,collier
223,0.378482446,0.608607022,4415,0.061119031,collier
313,0.388602941,0.603676471,2720,0.132984032,collier
135,0.388980263,0.604440789,3648,0.05958023,collier
434,0.405315615,0.57807309,2709,0.134379598,collier
414,0.408385093,0.580227743,1932,0.091761031,collier
102,0.408450704,0.591549296,71,0.02247191,collier
139,0.410864198,0.583703704,2025,0.056365786,collier
430,0.41301627,0.576136838,2397,0.122662441,collier
591,0.420041181,0.5648593,2914,0.334022323,collier
554,0.425589837,0.563520871,2204,0.282493738,collier
189,0.443349754,0.551724138,203,0.007017544,collier
103,0.44605475,0.549114332,1242,0.106481481,collier
332,0.447605329,0.54339215,2777,0.124035281,collier
323,0.591250854,0.399179768,5852,0.407345922,collier
594,0.644872369,0.351545007,2233,0.552440068,collier
472,0.654654655,0.339339339,333,0.111313869,collier
705,0.198181818,0.789090909,550,0.021276596,hillsborough
918,0.199134199,0.783549784,462,0.033472803,hillsborough
769,0.224386724,0.769119769,1386,0.067288802,hillsborough
711,0.230647709,0.751974724,633,0.096040438,hillsborough
761,0.233217088,0.748038361,2294,0.064817518,hillsborough
703,0.23480433,0.756036636,1201,0.042164884,hillsborough
814,0.235004916,0.756145526,2034,0.047581903,hillsborough
707,0.248684211,0.743421053,760,0.07544757,hillsborough
706,0.25,0.735869565,920,0.0402955,hillsborough
892,0.257417103,0.72600349,1146,0.068667051,hillsborough
133,0.258992806,0.732374101,1390,0.042553191,hillsborough
937,0.266796117,0.722330097,2575,0.036898242,hillsborough
765,0.271729958,0.713924051,1185,0.053769401,hillsborough
941,0.273109244,0.713445378,1190,0.056741916,hillsborough
891,0.27875,0.709375,1600,0.122620629,hillsborough
862,0.278911565,0.700680272,147,0.179104478,hillsborough
528,0.292272379,0.701989288,2614,0.052752955,hillsborough
709,0.29241595,0.692728694,1279,0.169554455,hillsborough
530,0.292792793,0.701801802,1110,0.050305914,hillsborough
639,0.298642534,0.683257919,663,0.032586558,hillsborough
751,0.301573427,0.689248252,2288,0.088392262,hillsborough
139,0.303239741,0.689416847,2315,0.074920858,hillsborough
815,0.310185185,0.674768519,864,0.074614065,hillsborough
764,0.312952005,0.675213675,1521,0.050401427,hillsborough
816,0.315629742,0.670713202,1318,0.070882203,hillsborough
907,0.316933638,0.659038902,874,0.043405676,hillsborough
806,0.317589577,0.663952226,1842,0.055442316,hillsborough
589,0.31840796,0.671641791,804,0.075675676,hillsborough
579,0.322633297,0.66702938,1838,0.080319596,hillsborough
854,0.326086957,0.673913043,46,0.032258065,hillsborough
117,0.326422764,0.66300813,2460,0.069759896,hillsborough
917,0.326848249,0.657587549,257,0.040983607,hillsborough
701,0.327812678,0.66033695,7004,0.098939929,hillsborough
550,0.333333333,0.65245478,774,0.095332671,hillsborough
538,0.334885387,0.657951289,2792,0.100971922,hillsborough
750,0.336678374,0.654791771,1993,0.087908497,hillsborough
909,0.338709677,0.655791789,2728,0.013372093,hillsborough
906,0.33908046,0.658045977,348,0.006837607,hillsborough
763,0.341463415,0.638211382,492,0.143340858,hillsborough
927,0.341685649,0.656036446,439,0.001564945,hillsborough
721,0.342553191,0.643085106,1880,0.204819277,hillsborough
551,0.34409257,0.646772229,1642,0.0611636,hillsborough
633,0.344380403,0.643371758,1388,0.054987835,hillsborough
531,0.344777738,0.645464402,2767,0.083196945,hillsborough
754,0.346526656,0.635702746,1238,0.095315024,hillsborough
905,0.348973607,0.633431085,341,0.220930233,hillsborough
591,0.349348231,0.642458101,2685,0.066440486,hillsborough
587,0.353707415,0.636773547,1996,0.079125848,hillsborough
810,0.355891239,0.63081571,1655,0.088996054,hillsborough
595,0.355940356,0.631553632,2079,0.066578774,hillsborough
526,0.358148893,0.626425218,1491,0.098765432,hillsborough
807,0.358284272,0.627417998,1189,0.085763293,hillsborough
817,0.358784023,0.631671969,2829,0.109831029,hillsborough
513,0.35924933,0.631367292,746,0.092572659,hillsborough
529,0.361937452,0.633485889,2622,0.093237705,hillsborough
125,0.363302752,0.629357798,1090,0.067589577,hillsborough
811,0.365927419,0.623487903,1984,0.108969867,hillsborough
137,0.37091264,0.616398243,2049,0.075,hillsborough
820,0.371414682,0.618862421,2057,0.126821192,hillsborough
856,0.371584699,0.609079445,2379,0.128359062,hillsborough
963,0.375,0.625,24,0.273972603,hillsborough
808,0.376724138,0.611206897,1160,0.088034718,hillsborough
112,0.376803231,0.611656088,1733,0.063848525,hillsborough
527,0.377476255,0.61302578,3685,0.087051793,hillsborough
805,0.378216426,0.609799084,2837,0.08988764,hillsborough
135,0.379139703,0.611343738,2627,0.083018868,hillsborough
813,0.379408419,0.608930603,3516,0.101473335,hillsborough
759,0.380236794,0.606102004,2196,0.122661123,hillsborough
159,0.382428941,0.608096469,2322,0.07007007,hillsborough
500,0.383305876,0.607358594,3642,0.07629539,hillsborough
767,0.384772264,0.604350782,1471,0.158299595,hillsborough
131,0.385222084,0.601494396,2409,0.052341598,hillsborough
554,0.386221294,0.599164927,958,0.151515152,hillsborough
510,0.386483633,0.606652587,1894,0.113674497,hillsborough
819,0.387453875,0.601476015,813,0.063071298,hillsborough
119,0.387813915,0.600247015,2429,0.066495342,hillsborough
809,0.388375165,0.593130779,757,0.07480315,hillsborough
803,0.388579387,0.600278552,718,0.105778648,hillsborough
962,0.389261745,0.58836689,447,0.158878505,hillsborough
804,0.390545145,0.594974446,2348,0.108540925,hillsborough
925,0.390720391,0.604395604,819,0.031339031,hillsborough
404,0.396341463,0.593902439,820,0.171280277,hillsborough
514,0.3965646,0.59223301,1339,0.08041958,hillsborough
999,0.401060071,0.588339223,1132,0.079086116,hillsborough
908,0.401071429,0.592142857,2800,0.01734104,hillsborough
952,0.401515152,0.581585082,1716,0.074748257,hillsborough
585,0.403342618,0.577715877,1795,0.109144543,hillsborough
537,0.408039439,0.580204778,2637,0.111890341,hillsborough
912,0.408371041,0.583710407,884,0.120930233,hillsborough
508,0.40845666,0.580972516,2365,0.085188771,hillsborough
575,0.408787542,0.576751947,1798,0.124783362,hillsborough
929,0.411474399,0.583281925,3242,0.072186837,hillsborough
921,0.412965186,0.579831933,1666,0.02975048,hillsborough
111,0.413333333,0.575238095,1575,0.064333018,hillsborough
948,0.413984462,0.564927858,901,0.154696133,hillsborough
939,0.416195857,0.573446328,2124,0.071692745,hillsborough
560,0.41809291,0.579462103,409,0.015686275,hillsborough
578,0.418153607,0.570209465,1289,0.142935378,hillsborough
433,0.418657565,0.572241183,879,0.079010375,hillsborough
109,0.419916017,0.569286143,1667,0.062224184,hillsborough
636,0.421621622,0.567567568,370,0.064583333,hillsborough
904,0.422192152,0.571944069,2217,0.023817863,hillsborough
525,0.422519509,0.565589,2691,0.123443983,hillsborough
827,0.422994652,0.56684492,1870,0.130591054,hillsborough
825,0.427007299,0.558394161,1918,0.117273048,hillsborough
631,0.428571429,0.552305962,889,0.06552901,hillsborough
517,0.429386591,0.557774608,1402,0.164289228,hillsborough
875,0.429966044,0.55008489,2356,0.130322277,hillsborough
755,0.430517711,0.546321526,734,0.177107502,hillsborough
561,0.43220339,0.56779661,236,0.012903226,hillsborough
157,0.432360743,0.557029178,377,0.051401869,hillsborough
361,0.433346758,0.556182038,2483,0.089312746,hillsborough
935,0.43495935,0.553523035,2952,0.102020602,hillsborough
871,0.436924494,0.550184162,2172,0.083604424,hillsborough
818,0.437440758,0.552606635,2110,0.164794007,hillsborough
863,0.439873418,0.541139241,632,0.168845316,hillsborough
516,0.442088091,0.549755302,1839,0.148682043,hillsborough
225,0.445609436,0.533420708,763,0.082108902,hillsborough
869,0.447318372,0.537086345,2629,0.102312139,hillsborough
533,0.447859922,0.538521401,2570,0.168967421,hillsborough
108,0.44849537,0.533564815,1728,0.072621035,hillsborough
953,0.449101796,0.535329341,2505,0.119855967,hillsborough
121,0.451668834,0.539228435,2307,0.063375584,hillsborough
950,0.45267959,0.531356899,877,0.205288462,hillsborough
412,0.452954048,0.531728665,2285,0.156131663,hillsborough
522,0.453954496,0.537378115,923,0.141437309,hillsborough
509,0.455630127,0.52945563,1341,0.18907338,hillsborough
552,0.456445993,0.531707317,1435,0.135763339,hillsborough
940,0.456730769,0.533653846,208,0.150684932,hillsborough
860,0.458728999,0.529583638,1369,0.149580916,hillsborough
401,0.459667612,0.524118362,2467,0.14954597,hillsborough
123,0.460827642,0.527119325,2489,0.064576219,hillsborough
127,0.461023622,0.529527559,2540,0.054389313,hillsborough
574,0.463456091,0.523512748,1765,0.145185185,hillsborough
801,0.463576159,0.522516556,1510,0.118356409,hillsborough
919,0.466984885,0.515513126,1257,0.117269076,hillsborough
653,0.471867008,0.514066496,1564,0.073705179,hillsborough
521,0.472181192,0.516494338,2031,0.182080925,hillsborough
868,0.472413793,0.513793103,1160,0.178188319,hillsborough
501,0.472780417,0.518450859,2737,0.15768363,hillsborough
867,0.475079533,0.515376458,2829,0.185372771,hillsborough
557,0.475578406,0.510282776,778,0.181977253,hillsborough
555,0.476552598,0.505703422,789,0.108208955,hillsborough
951,0.480318091,0.514910537,2515,0.08646999,hillsborough
357,0.483091787,0.505866115,1449,0.085065249,hillsborough
129,0.48343735,0.503120499,2083,0.044521874,hillsborough
933,0.485872856,0.5,1982,0.131933349,hillsborough
821,0.485875706,0.495964487,2478,0.185619582,hillsborough
651,0.486443381,0.488038278,1254,0.080432173,hillsborough
116,0.486583184,0.502683363,1118,0.093194359,hillsborough
659,0.48880597,0.494029851,1340,0.083490566,hillsborough
145,0.488943489,0.495085995,814,0.144401544,hillsborough
431,0.492396219,0.498150432,2433,0.156851642,hillsborough
949,0.493147657,0.49469496,4524,0.173428133,hillsborough
855,0.493862134,0.486779981,2118,0.183576786,hillsborough
249,0.494505495,0.487338748,2093,0.14490283,hillsborough
943,0.494978479,0.482065997,697,0.17145201,hillsborough
151,0.497919556,0.485436893,721,0.067096774,hillsborough
879,0.498486377,0.483350151,2973,0.126440011,hillsborough
519,0.498537156,0.488589819,1709,0.187765506,hillsborough
160,0.501133787,0.475623583,1764,0.085321101,hillsborough
957,0.504273504,0.477466977,2574,0.129936306,hillsborough
655,0.506297229,0.481108312,1588,0.099672438,hillsborough
520,0.507803121,0.481392557,833,0.250773994,hillsborough
523,0.507858105,0.479568927,2227,0.210910152,hillsborough
577,0.509262623,0.479113694,2753,0.240927419,hillsborough
103,0.51217656,0.474505327,2628,0.104956947,hillsborough
101,0.51382694,0.467439786,2242,0.09799609,hillsborough
851,0.514140009,0.469633751,2157,0.129408157,hillsborough
889,0.514285714,0.458928571,560,0.138297872,hillsborough
569,0.515317287,0.473741794,1828,0.146431199,hillsborough
955,0.515765766,0.466966967,2664,0.164636799,hillsborough
913,0.517699115,0.472566372,2260,0.285107205,hillsborough
757,0.518098561,0.469690362,2293,0.281682641,hillsborough
153,0.518672199,0.475103734,482,0.057003257,hillsborough
141,0.520874751,0.467196819,1006,0.072452229,hillsborough
829,0.522796353,0.465045593,2303,0.178416014,hillsborough
887,0.523076923,0.463186813,1820,0.154186521,hillsborough
113,0.523099851,0.461997019,2013,0.103783409,hillsborough
832,0.530569948,0.45492228,1930,0.192048734,hillsborough
250,0.530612245,0.469387755,49,0.179775281,hillsborough
961,0.53078203,0.449251248,601,0.308712121,hillsborough
107,0.533206831,0.442757748,3162,0.085106383,hillsborough
434,0.536900369,0.448800738,2168,0.172808765,hillsborough
461,0.53816047,0.446183953,1022,0.355849582,hillsborough
671,0.538306958,0.450389349,3981,0.159813685,hillsborough
115,0.539511494,0.449712644,1392,0.099247413,hillsborough
657,0.544920235,0.436607893,1191,0.088235294,hillsborough
625,0.54519774,0.433615819,708,0.236947791,hillsborough
413,0.547356828,0.435022026,908,0.249480249,hillsborough
947,0.548128342,0.441532977,5610,0.175257732,hillsborough
972,0.549145299,0.44017094,468,0.186011905,hillsborough
885,0.550640761,0.434890451,2419,0.176161722,hillsborough
571,0.552356021,0.436300175,1146,0.170731707,hillsborough
358,0.555399719,0.436886396,1426,0.118969298,hillsborough
524,0.556109726,0.430590191,1203,0.266588373,hillsborough
367,0.556662282,0.432625446,5321,0.134791902,hillsborough
415,0.5577672,0.429251406,2311,0.378923121,hillsborough
179,0.562005277,0.422163588,1137,0.180881511,hillsborough
511,0.563078422,0.424257185,2053,0.277299801,hillsborough
605,0.564164649,0.416464891,413,0.13322884,hillsborough
534,0.56861673,0.412793876,1829,0.18620178,hillsborough
662,0.568862275,0.405189621,501,0.103299857,hillsborough
359,0.570026981,0.419426049,4077,0.130336352,hillsborough
507,0.570578231,0.417517007,1176,0.178046672,hillsborough
355,0.571428571,0.428571429,42,0.092511013,hillsborough
421,0.571428571,0.415064935,1925,0.331331685,hillsborough
363,0.572284908,0.418723554,5672,0.152254538,hillsborough
535,0.573206442,0.407759883,1366,0.215304183,hillsborough
502,0.573710074,0.42014742,814,0.276836158,hillsborough
830,0.577167019,0.410852713,1419,0.197742664,hillsborough
581,0.580623306,0.401761518,1476,0.165368928,hillsborough
629,0.581410679,0.399472643,1517,0.077267182,hillsborough
828,0.583201626,0.400993452,4429,0.17041716,hillsborough
944,0.583930705,0.405316607,3348,0.18401445,hillsborough
713,0.585592564,0.402788536,1291,0.134663342,hillsborough
946,0.590512731,0.39483781,2867,0.235792622,hillsborough
505,0.590554109,0.394942358,2689,0.371015148,hillsborough
833,0.59618442,0.390302067,1258,0.183135023,hillsborough
901,0.598500341,0.386503067,1467,0.264016612,hillsborough
451,0.598893499,0.395112955,2169,0.596801347,hillsborough
635,0.602877698,0.379136691,1390,0.080945884,hillsborough
503,0.605345912,0.382468553,2544,0.303807509,hillsborough
673,0.605453771,0.378355347,2347,0.175217048,hillsborough
411,0.605524862,0.383977901,1810,0.425074429,hillsborough
245,0.606221548,0.374810319,1318,0.261232052,hillsborough
661,0.607052897,0.382031906,1191,0.118945432,hillsborough
240,0.607892108,0.379120879,2002,0.353095031,hillsborough
959,0.609920392,0.37905695,1633,0.165896251,hillsborough
429,0.611311054,0.376863753,1945,0.352688172,hillsborough
227,0.614959839,0.376004016,1992,0.300624133,hillsborough
165,0.616949153,0.36779661,1180,0.088294652,hillsborough
883,0.621592731,0.365579904,1871,0.184150513,hillsborough
652,0.622504537,0.362068966,1102,0.116666667,hillsborough
105,0.62417154,0.361013645,2565,0.176610979,hillsborough
455,0.625,0.368140244,1312,0.484112974,hillsborough
583,0.6275,0.354166667,1200,0.161474559,hillsborough
457,0.628099174,0.36540732,1694,0.590202703,hillsborough
658,0.628279883,0.339650146,686,0.122307692,hillsborough
219,0.630299897,0.363495346,1934,0.467523904,hillsborough
454,0.632821724,0.353600945,1694,0.358993068,hillsborough
237,0.634530561,0.342785129,1587,0.089038219,hillsborough
858,0.635220126,0.358490566,477,0.260869565,hillsborough
942,0.63785461,0.343971631,2256,0.210943125,hillsborough
932,0.641131815,0.346445825,1449,0.26907001,hillsborough
603,0.641269841,0.346031746,315,0.181388013,hillsborough
430,0.642857143,0.340659341,728,0.478060046,hillsborough
217,0.645483193,0.336659664,1904,0.172209904,hillsborough
857,0.64548495,0.342474916,1495,0.234505863,hillsborough
852,0.646414888,0.340996169,1827,0.150691464,hillsborough
973,0.64957265,0.333333333,351,0.23627451,hillsborough
459,0.649896907,0.340618557,2425,0.339951574,hillsborough
239,0.651006711,0.336912752,1490,0.391613924,hillsborough
175,0.654618474,0.33275961,1743,0.256380952,hillsborough
422,0.655002734,0.33734281,1829,0.423701299,hillsborough
954,0.655391121,0.321353066,473,0.176470588,hillsborough
403,0.656185567,0.325773196,1940,0.423371061,hillsborough
423,0.6585209,0.330546624,1555,0.502746247,hillsborough
834,0.658567775,0.329923274,1564,0.221057047,hillsborough
218,0.662477558,0.323159785,557,0.329054842,hillsborough
233,0.66498994,0.30583501,994,0.233276884,hillsborough
504,0.668943534,0.31557377,2196,0.376436782,hillsborough
407,0.672612802,0.314270724,1906,0.54583583,hillsborough
410,0.674216028,0.31358885,1148,0.443877551,hillsborough
626,0.681952663,0.300295858,676,0.180566802,hillsborough
353,0.682124789,0.28836425,1186,0.17114094,hillsborough
221,0.684754522,0.299741602,387,0.392178771,hillsborough
333,0.691289967,0.288864388,907,0.130254997,hillsborough
301,0.695571956,0.291512915,542,0.432879377,hillsborough
573,0.698863636,0.284090909,176,0.288201161,hillsborough
205,0.701650444,0.28565383,2363,0.506118198,hillsborough
231,0.704512373,0.274138768,2061,0.133518776,hillsborough
405,0.706491063,0.27187206,1063,0.282063417,hillsborough
243,0.70851735,0.275709779,1585,0.399026764,hillsborough
584,0.710040984,0.266393443,976,0.136112814,hillsborough
623,0.711350294,0.281800391,1022,0.124830393,hillsborough
343,0.716117216,0.262820513,1092,0.153611394,hillsborough
968,0.720623501,0.269784173,1668,0.27420999,hillsborough
163,0.720994475,0.267955801,362,0.275384615,hillsborough
622,0.72609209,0.263282172,847,0.164948454,hillsborough
223,0.728306403,0.260921604,1671,0.47985348,hillsborough
565,0.72972973,0.254054054,185,0.320802005,hillsborough
643,0.74291939,0.202614379,459,0.138743455,hillsborough
637,0.744186047,0.255813953,43,0.036585366,hillsborough
414,0.746255884,0.23919555,2337,0.53829686,hillsborough
335,0.748808713,0.234172907,1469,0.122153209,hillsborough
346,0.75,0.25,32,0.071428571,hillsborough
345,0.754250386,0.235445647,1941,0.26719176,hillsborough
853,0.755047106,0.227456258,743,0.245416913,hillsborough
969,0.758538523,0.22954726,1259,0.363746959,hillsborough
463,0.761061947,0.22767498,1243,0.473362445,hillsborough
641,0.762105263,0.222105263,950,0.140762463,hillsborough
356,0.764705882,0.214532872,289,0.14874552,hillsborough
318,0.767175573,0.213740458,1048,0.132978723,hillsborough
247,0.770685579,0.210401891,423,0.272,hillsborough
654,0.770972037,0.219707057,751,0.14850686,hillsborough
342,0.781650436,0.208610969,1951,0.21190402,hillsborough
339,0.785786802,0.205076142,985,0.1465311,hillsborough
753,0.79569378,0.193779904,2090,0.131861748,hillsborough
971,0.802156334,0.190296496,1855,0.376798144,hillsborough
562,0.803104885,0.174933737,2641,0.146621945,hillsborough
650,0.808153477,0.176258993,834,0.119743407,hillsborough
203,0.818745693,0.172294969,1451,0.089912281,hillsborough
341,0.828792192,0.164701098,2459,0.160669032,hillsborough
319,0.831918506,0.157894737,1178,0.148536479,hillsborough
347,0.836903603,0.148977605,2054,0.261417323,hillsborough
964,0.842519685,0.145669291,254,0.234126984,hillsborough
967,0.845238095,0.148809524,1008,0.273001508,hillsborough
209,0.848329049,0.143958869,1167,0.161497326,hillsborough
563,0.85304878,0.13902439,1640,0.344997266,hillsborough
169,0.856857523,0.131824234,1502,0.093564943,hillsborough
601,0.863977486,0.127579737,1066,0.163825364,hillsborough
617,0.864228457,0.123246493,1996,0.082215342,hillsborough
317,0.871654084,0.122855182,1457,0.241341597,hillsborough
338,0.878927911,0.109057301,1082,0.188979964,hillsborough
559,0.880195599,0.111654442,1227,0.262578616,hillsborough
344,0.882025598,0.109627156,1797,0.166615242,hillsborough
567,0.896238651,0.089494163,771,0.239454899,hillsborough
613,0.89825784,0.094773519,1435,0.096817874,hillsborough
241,0.899280576,0.100719424,278,0.539473684,hillsborough
307,0.900555899,0.093885114,1619,0.106010568,hillsborough
213,0.900677201,0.088788563,1329,0.13715415,hillsborough
305,0.912416851,0.076127125,2706,0.128134297,hillsborough
329,0.913428242,0.079646018,2599,0.087428727,hillsborough
566,0.923299566,0.070188133,1382,0.252223408,hillsborough
965,0.938450899,0.055325035,1446,0.096660808,hillsborough
207,0.948245092,0.046400952,1681,0.160291439,hillsborough
327,0.955766846,0.041339396,2419,0.100393185,hillsborough
321,0.97037037,0.026143791,2295,0.08565423,hillsborough
303,0.97311828,0.021505376,372,0.210714286,hillsborough
309,0.980392157,0.016176471,2040,0.04562618,hillsborough
325,0.981257809,0.015826739,2401,0.067801189,hillsborough
43,0.162799691,0.836813612,2586,0.00448895,lee
18,0.205240175,0.790393013,916,0.001788909,lee
125,0.22100955,0.776261937,2932,0.002953337,lee
27,0.242828882,0.752720079,2022,0.011764706,lee
119,0.242962321,0.754872239,2309,0.009005764,lee
1,0.249534451,0.737430168,1611,0.018164881,lee
67,0.258581236,0.73409611,2185,0.018401207,lee
17,0.266666667,0.725925926,270,0.005780347,lee
54,0.268924303,0.726095618,1004,0.023547881,lee
40,0.269877328,0.726033621,2201,0.008948546,lee
88,0.276544402,0.718629344,2072,0.025611176,lee
5,0.289233577,0.70209854,2192,0.040380048,lee
83,0.289426523,0.708781362,2232,0.002320186,lee
57,0.289703316,0.704013962,2865,0.02371134,lee
101,0.296838131,0.698914582,2119,0.032665964,lee
69,0.300429185,0.694742489,1864,0.041244844,lee
102,0.301505692,0.69151671,2723,0.05822719,lee
24,0.302325581,0.691989664,1935,0.054465358,lee
60,0.302696753,0.693450743,1817,0.029185245,lee
80,0.305889804,0.690310323,1579,0.038690476,lee
123,0.307180851,0.689716312,2256,0.025432709,lee
36,0.314467225,0.681778805,3463,0.029105537,lee
25,0.316256158,0.678817734,2030,0.022281982,lee
81,0.317659923,0.676872608,1829,0.006533279,lee
72,0.328847017,0.666218035,2229,0.03058104,lee
93,0.330413625,0.664233577,2055,0.06231454,lee
49,0.335377358,0.65990566,2120,0.01615074,lee
76,0.336912752,0.653020134,1490,0.064655172,lee
94,0.34040672,0.652961981,2262,0.046062407,lee
15,0.340583554,0.653050398,1885,0.008712121,lee
98,0.340971586,0.653070577,2182,0.058857809,lee
86,0.342342342,0.65003465,2886,0.01903024,lee
74,0.342432758,0.649136893,2491,0.018020595,lee
64,0.347349177,0.645338208,2735,0.026228603,lee
22,0.349328215,0.645873321,2084,0.008188332,lee
75,0.349579832,0.644705882,2975,0.064800807,lee
44,0.350766456,0.643372408,2218,0.03313253,lee
45,0.351732237,0.634174985,1703,0.070234114,lee
35,0.357739753,0.628730601,2513,0.043275815,lee
118,0.359528487,0.631041257,2545,0.045416079,lee
107,0.360417443,0.631010063,2683,0.073862088,lee
10,0.360763268,0.6326774,1677,0.081335214,lee
21,0.360850532,0.630393996,1599,0.01986456,lee
90,0.361908613,0.628386575,2473,0.02389296,lee
87,0.362277171,0.627372053,1739,0.021953405,lee
121,0.366169545,0.620486656,2548,0.052074631,lee
12,0.366593164,0.625689085,1814,0.031160312,lee
124,0.366630863,0.626924454,2793,0.034520851,lee
122,0.370973329,0.623138206,2887,0.022911051,lee
39,0.372082783,0.621752532,2271,0.025539678,lee
33,0.372119816,0.618663594,1736,0.063655031,lee
23,0.374020157,0.624300112,1786,0.012494962,lee
70,0.376504925,0.619481941,2741,0.037140464,lee
65,0.378378378,0.619201291,2479,0.008849558,lee
85,0.386755704,0.607679466,1797,0.050082781,lee
117,0.387619443,0.609472372,2407,0.006512729,lee
2,0.388276553,0.599699399,1996,0.108624291,lee
97,0.391050584,0.60155642,2570,0.051628276,lee
41,0.392973325,0.596616786,1537,0.040057915,lee
100,0.394184938,0.600095329,2098,0.003599476,lee
28,0.397590361,0.595381526,1992,0.108695652,lee
82,0.398365123,0.59346049,1835,0.011991279,lee
55,0.400153022,0.591430757,2614,0.121413934,lee
71,0.404749874,0.591712986,1979,0.045878694,lee
91,0.405836753,0.582763338,2193,0.030003192,lee
16,0.406844106,0.592069527,1841,0.008355321,lee
11,0.407377706,0.586206897,2494,0.032209512,lee
37,0.413103831,0.580233204,1801,0.024556101,lee
63,0.417895272,0.570411795,1967,0.069714656,lee
62,0.421713039,0.564648118,1833,0.080522307,lee
38,0.422074604,0.565150741,1957,0.04689298,lee
73,0.422907489,0.565345081,2724,0.038380652,lee
79,0.423349894,0.570617459,2818,0.01905551,lee
84,0.424715909,0.568655303,2112,0.021283065,lee
116,0.429941618,0.557964971,2398,0.117955801,lee
96,0.432641236,0.555287301,2071,0.061772605,lee
112,0.434868944,0.556393963,2518,0.110880829,lee
95,0.435483871,0.556048387,2480,0.10474462,lee
