precinct,pct_trump,pct_clinton,total_votes,pct_hisp,county
611,0.513767209,0.446808511,1598,0.529012023,miami-dade
612,0.349292709,0.618063112,919,0.409275834,miami-dade
613,0.397058824,0.562908497,1224,0.443456163,miami-dade
614,0.423395445,0.533126294,966,0.476072607,miami-dade
615,0.457511381,0.499241275,1318,0.463601533,miami-dade
616,0.438704028,0.530647986,1142,0.392805755,miami-dade
617,0.495011512,0.47313891,2606,0.444968553,miami-dade
618,0.498964803,0.459627329,966,0.341991342,miami-dade
621,0.208496367,0.762437116,1789,0.246288542,miami-dade
622,0.495798319,0.478991597,119,0.5,miami-dade
623,0.366037736,0.579245283,530,0.399371069,miami-dade
